ID_api,Seasonal_mortality,Age,Activity,Beekeep_for,Qualif,Training,Coop_treat,Bee_population_size,Country,Apiary_Size,Production,Apiarist_book,Org_member,Continue,Breed,Chronic_Depop,ClinSign_Brood,ClinSign_Honeybees,H_Rate_ColMortality,H_Rate_HoneyMortality,OtherEvent,VarroaMites,QueenProblems,Management,Swarm_bought,Swarm_produced,Queen_bought,Queen_produced,Environment,VarroosisV2,ChronicParalysisV2,AmericanFoulbroodV2,NosemosisV2,EuropeanFoulbroodV2,Migration,Merger,Winter_Mortality_Class,Program
1521_A,0,3___45-65,Part_time,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,LITHUANIA,3__11 - 20,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1522_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,FINLAND,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1523_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,FINLAND,1__Less than 5 colonies,02__Includes pollen production,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1524_A,0,3___45-65,Hobby,1___Less than 2 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,3__6 - 10 queens bought,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,5__21 - 50 %,First Year
1525_A,0,2___30-45,Hobby,2___2-5 years,No,No,Yes,1___Less than 51 colonies,FINLAND,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1527_A,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,6__More than 51%,First Year
1529_A,50,1___Less than 30,Part_time,3___More than 5 years,Yes,Yes,No,3___101 - 150,HUNGARY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,Yes,No,No,No,No,No,No,No,Livestock,4__More than 5 swarms bought,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,6__More than 51%,First Year
153_A,0,2___30-45,Professional,3___More than 5 years,No,Yes,Yes,6___More than 300 colonies,FRANCE,4__21 - 50,07__Other,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
1530_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,HUNGARY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,Yes,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1531_A,0,3___45-65,Hobby,2___2-5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Production + Livestock  + HealthConditions,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1533_A,0,3___45-65,Hobby,3___More than 5 years,Yes,No,Yes,1___Less than 51 colonies,FINLAND,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1534_A,0,2___30-45,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,FINLAND,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,Yes,No,No,Production,2__1 swarm bought,1__None,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
1535_A,0,3___45-65,Hobby,1___Less than 2 years,No,No,Yes,1___Less than 51 colonies,FINLAND,1__Less than 5 colonies,01__Only honey,No,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,2__1 swarm bought,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1537_A,0,1___Less than 30,Part_time,2___2-5 years,No,No,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1538_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1539_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,Yes,2___51 - 100,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1540_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,Yes,2___51 - 100,GERMANY,3__11 - 20,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1541_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1542_A,0,3___45-65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,2__1 swarm bought,2__1 - 5 swarm(s) produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1543_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1544_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1546_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1547_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,2__1 swarm bought,3__6 - 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
1548_A,0,2___30-45,Part_time,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,4__11 - 20 %,First Year
1549_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,4__11 - 20 %,First Year
155_A,0,3___45-65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,FRANCE,3__11 - 20,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,Production + Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1550_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1551_A,0,4___Over 65,Part_time,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,No,Livestock,3__2 - 5 swarms bought,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,2__1 - 5 %,First Year
1554_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ITALY,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. ligustica,No,No,No,Yes,No,No,No,No,Livestock,3__2 - 5 swarms bought,2__1 - 5 swarm(s) produced,1__None,1__None,Farmland,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1555_A,0,1___Less than 30,Professional,3___More than 5 years,No,Yes,No,6___More than 300 colonies,ITALY,2__6 - 10,07__Other,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,5__21 - 50 %,First Year
1556_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1557_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
156_A,22,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,FRANCE,3__11 - 20,01__Only honey,No,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,Yes,Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,No,No,3__6 - 10 %,First Year
1561_A,0,2___30-45,Professional,3___More than 5 years,No,No,No,5___201 - 300,ITALY,4__21 - 50,01__Only honey,No,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Flora,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1562_A,0,1___Less than 30,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,5__21 - 50 %,First Year
1564_A,0,4___Over 65,Professional,3___More than 5 years,No,Yes,No,6___More than 300 colonies,ITALY,5__More than 50 colonies,07__Other,No,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Wood,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1565_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
1567_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1568_A,0,2___30-45,Part_time,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,Buckfast,No,No,Yes,Yes,No,No,No,No,Livestock,1__None,1__None,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
157_A,0,3___45-65,Professional,3___More than 5 years,Yes,No,No,5___201 - 300,FRANCE,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,Yes,Yes,Yes,Yes,No,No,Yes,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,No,Yes,1__No Mortality,First Year
1570_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ITALY,4__21 - 50,06__Includes swarms production,Yes,Yes,Yes,Hybrid,Yes,No,No,No,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,1__No Mortality,First Year
1571_A,0,3___45-65,Part_time,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,Yes,4__11 - 20 %,First Year
1572_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,No,Livestock,2__1 swarm bought,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1573_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1574_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1575_A,0,3___45-65,Professional,3___More than 5 years,No,No,Yes,6___More than 300 colonies,ITALY,4__21 - 50,01__Only honey,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Production + Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1576_A,0,2___30-45,Part_time,2___2-5 years,No,Yes,Yes,3___101 - 150,ITALY,5__More than 50 colonies,01__Only honey,Yes,Yes,No,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Flora,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1577_A,0,3___45-65,Professional,3___More than 5 years,No,No,Yes,5___201 - 300,ITALY,5__More than 50 colonies,06__Includes swarms production,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Production + Livestock,4__More than 5 swarms bought,4__More than 10 swarms produced,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
1578_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,6___More than 300 colonies,ITALY,5__More than 50 colonies,07__Other,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Production + Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,First Year
1579_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
158_A,0,4___Over 65,Hobby,3___More than 5 years,Yes,No,No,1___Less than 51 colonies,FRANCE,2__6 - 10,02__Includes pollen production,Yes,Yes,Yes,Local bees,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1583_A,0,2___30-45,Professional,3___More than 5 years,No,No,No,4___151 - 200,GREECE,5__More than 50 colonies,05__Includes royal jelly production,Yes,No,Yes,A. m. mellifera,No,No,No,Yes,No,No,Yes,No,Livestock,1__None,4__More than 10 swarms produced,3__6 - 10 queens bought,4__More than 10 queens produced,Flora,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,2__1 - 5 %,First Year
1584_A,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,3__6 - 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,First Year
1585_A,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,3__2 - 5 swarms bought,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1586_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,ITALY,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Production + Livestock,1__None,3__6 - 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
1588_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,6___More than 300 colonies,ITALY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. mellifera,Yes,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,Yes,1__No Mortality,First Year
1589_A,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
159_A,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,FRANCE,4__21 - 50,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,Yes,No,No,Livestock,1__None,1__None,3__6 - 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,4__11 - 20 %,First Year
1590_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,6___More than 300 colonies,ITALY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. mellifera,No,No,No,Yes,No,Yes,Yes,No,Livestock,1__None,4__More than 10 swarms produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,3__6 - 10 %,First Year
1591_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,6___More than 300 colonies,ITALY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. mellifera,Yes,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,1__No Mortality,First Year
1592_A,0,1___Less than 30,Hobby,1___Less than 2 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,2__6 - 10,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1595_A,0,3___45-65,Part_time,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,POLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,3__6 - 10 %,First Year
1596_A,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,POLAND,3__11 - 20,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,No,No,Livestock,4__More than 5 swarms bought,2__1 - 5 swarm(s) produced,3__6 - 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,First Year
1598_A,8,3___45-65,Professional,3___More than 5 years,No,No,Yes,4___151 - 200,ITALY,4__21 - 50,06__Includes swarms production,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Farmland,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,1__No Mortality,First Year
1599_A,0,4___Over 65,Part_time,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,POLAND,4__21 - 50,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,3__6 - 10 queens bought,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,First Year
1600_A,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,GERMANY,2__6 - 10,04__Includes queens production,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,First Year
